
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"63339","서울특별시 영등포구 문래동6가","11-1","0011","0001","유원문래","84.9800","202506","19","85,000","101","3","개인","개인","1991","문래북로 22","-","중개거래","서울 영등포구","25.08.27"
"63340","서울특별시 영등포구 문래동3가","54","0054","0000","문래자이","84.9800","202506","19","164,500","105","6","개인","개인","2001","당산로4길 12","-","중개거래","서울 영등포구","25.08.20"
"63341","서울특별시 구로구 신도림동","641","0641","0000","현대홈타운아파트","59.7300","202506","19","82,300","102","13","개인","개인","1999","신도림로19길 16","-","중개거래","서울 구로구","25.07.25"
"63342","서울특별시 구로구 오류동","341","0341","0000","한신플러스타운","84.9600","202506","19","59,900","102","1","개인","개인","2002","고척로 52","-","직거래","-","25.09.01"
"63343","서울특별시 구로구 고척동","339","0339","0000","고척파크푸르지오","114.9900","202506","19","125,700","103","8","개인","개인","2009","중앙로 121","-","중개거래","서울 구로구","25.09.10"
"63344","서울특별시 영등포구 여의도동","42","0042","0000","한양","193.0600","202506","19","450,000","-","1","개인","개인","1975","국제금융로 79","20250627","중개거래","서울 영등포구","-"
"63345","서울특별시 구로구 구로동","46-4","0046","0004","하나세인스톤3차","19.9900","202506","19","13,400","-","17","개인","개인","2011","공원로6길 16-22","-","중개거래","서울 구로구","25.08.07"
"63346","서울특별시 구로구 구로동","256-1","0256","0001","삼성래미안","58.1360","202506","19","82,000","103","17","개인","개인","2004","디지털로31길 90","-","중개거래","서울 구로구","25.09.30"
"63347","서울특별시 구로구 구로동","685-223","0685","0223","주공2","54.9000","202506","19","69,500","118","11","개인","개인","1987","구일로4길 22","-","중개거래","서울 구로구","25.08.28"
"63348","서울특별시 구로구 구로동","1256","1256","0000","구로현대","56.4900","202506","19","57,500","302","6","개인","개인","1992","디지털로 319","-","중개거래","서울 구로구","25.11.18"
"63349","서울특별시 구로구 구로동","1256","1256","0000","구로현대","56.4900","202506","19","55,500","302","5","개인","개인","1992","디지털로 319","-","중개거래","서울 구로구","25.10.01"
"63350","서울특별시 구로구 고척동","339","0339","0000","고척파크푸르지오","59.8900","202506","19","89,500","110","11","개인","개인","2009","중앙로 121","-","중개거래","서울 양천구","25.08.22"
"63351","서울특별시 구로구 고척동","340-1","0340","0001","고척LIG리가2차","59.9500","202506","19","72,000","202","6","개인","개인","2009","중앙로12길 17-8","-","중개거래","서울 구로구","25.10.20"
"63352","서울특별시 영등포구 당산동3가","561","0561","0000","동부센트레빌","82.1900","202506","19","131,500","105","11","개인","개인","2003","영신로 191","-","중개거래","서울 영등포구","25.09.09"
"63353","서울특별시 강서구 방화동","858","0858","0000","삼성꽃마을","59.9900","202506","19","53,400","102","9","개인","개인","1997","양천로18길 27","-","중개거래","서울 강서구","25.09.25"
"63354","서울특별시 구로구 고척동","141-1","0141","0001","서울가든","84.9900","202506","19","69,800","4","5","개인","개인","1989","중앙로5길 62","-","중개거래","서울 구로구","25.09.10"
"63355","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","94.4900","202506","19","530,000","109","32","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.10.14"
"63356","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202506","19","307,000","107","1","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","25.09.30"
"63357","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202506","19","307,000","-","1","개인","개인","2000","도곡로78길 22","20250812","중개거래","서울 강남구","-"
"63358","서울특별시 강남구 압구정동","490","0490","0000","한양1차(영동한양)","63.8700","202506","19","518,000","2","6","개인","개인","1977","압구정로 321","-","중개거래","서울 강남구","25.08.18"
"63359","서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","161.1900","202506","19","760,000","22","10","개인","개인","1976","압구정로29길 71","-","중개거래","서울 강남구","25.09.17"
"63360","서울특별시 강남구 개포동","179","0179","0000","우성8","78.9300","202506","19","240,000","801","8","개인","개인","1987","개포로 411","-","중개거래","서울 강남구","25.07.31"
"63361","서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.0200","202506","19","333,000","609","5","개인","개인","1983","개포로 516","-","중개거래","서울 강남구","25.08.29"
"63362","서울특별시 송파구 송파동","171","0171","0000","잠실더샵루벤","106.8873","202506","19","182,300","102","2","개인","개인","2025","송이로12길 11","-","중개거래","서울 강동구","25.08.29"
"63363","서울특별시 강남구 삼성동","50","0050","0000","현대힐스테이트2단지","84.2360","202506","19","330,000","2단지 210","18","개인","개인","2008","삼성로111길 8","-","중개거래","서울 강남구","25.09.19"
"63364","서울특별시 강남구 삼성동","17","0017","0000","삼성동롯데아파트","91.7700","202506","19","267,000","102","10","개인","개인","2000","학동로 432","-","중개거래","서울 강남구","25.08.08"
"63365","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","84.8300","202506","19","318,500","114","7","개인","개인","2020","개포로 264","-","중개거래","서울 강남구","25.09.08"
"63366","서울특별시 송파구 방이동","217","0217","0000","대림","84.9150","202506","19","209,500","5","14","개인","개인","1985","양재대로 1109","-","중개거래","서울 성동구, 서울 송파구","25.08.29"
"63367","서울특별시 강동구 고덕동","693","0693","0000","고덕그라시움","59.5080","202506","19","175,000","127","15","개인","개인","2019","고덕로 333","-","중개거래","서울 강동구","25.08.13"
"63368","서울특별시 강동구 명일동","359","0359","0000","래미안솔베뉴","59.1100","202506","19","150,000","108","29","개인","개인","2019","양재대로 1650","-","중개거래","경기 광명시, 서울 강동구","25.09.19"
"63369","서울특별시 강동구 명일동","332","0332","0000","명일지에스아파트","84.9000","202506","19","96,000","102","5","개인","개인","1999","상암로51길 54","-","중개거래","서울 강동구","25.08.20"
"63370","서울특별시 송파구 가락동","165","0165","0000","래미안파크팰리스","84.8850","202506","19","186,000","107","16","개인","개인","2007","동남로 225","-","중개거래","서울 송파구","25.07.25"
"63371","서울특별시 송파구 송파동","166","0166","0000","가락삼익맨숀","84.8280","202506","19","198,000","205","1","개인","개인","1984","오금로32길 5","-","중개거래","서울 송파구","25.09.24"
"63372","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","59.9600","202506","19","235,000","509","11","개인","개인","2018","송파대로 345","-","중개거래","서울 송파구","25.09.16"
"63373","서울특별시 송파구 가락동","176","0176","0000","삼환","84.9740","202506","19","162,000","8","9","개인","개인","1985","오금로 432","-","중개거래","서울 강남구, 서울 송파구","25.09.09"
"63374","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","59.9200","202506","19","255,000","129","19","개인","개인","2020","개포로 264","-","중개거래","서울 강남구","25.10.10"
"63375","서울특별시 강남구 압구정동","481","0481","0000","현대8차(성수현대:91~95동)","163.6700","202506","19","750,000","93","7","개인","개인","1980","압구정로 309","-","중개거래","서울 강남구, 서울 동대문구","25.09.30"
"63376","서울특별시 송파구 잠실동","35","0035","0000","트리지움","84.8300","202506","19","299,700","-","26","개인","개인","2007","잠실로 62","20251001","중개거래","서울 송파구","-"
"63377","서울특별시 송파구 잠실동","35","0035","0000","트리지움","84.8300","202506","19","299,700","320","26","개인","개인","2007","잠실로 62","-","중개거래","서울 송파구","25.10.01"
"63378","서울특별시 송파구 잠실동","22","0022","0000","리센츠","27.6800","202506","19","120,000","244","20","개인","개인","2008","올림픽로 135","-","중개거래","서울 송파구, 서울 용산구","25.09.03"
"63379","서울특별시 송파구 잠실동","19","0019","0000","잠실엘스","84.8000","202506","19","330,000","147","17","개인","개인","2008","올림픽로 99","-","중개거래","서울 송파구","25.09.30"
"63380","서울특별시 송파구 잠실동","19","0019","0000","잠실엘스","84.8000","202506","19","316,000","137","16","개인","개인","2008","올림픽로 99","-","중개거래","서울 송파구","25.08.29"
"63381","서울특별시 송파구 잠실동","19","0019","0000","잠실엘스","84.8000","202506","19","310,000","140","9","개인","개인","2008","올림픽로 99","-","중개거래","서울 송파구","25.10.31"
"63382","서울특별시 송파구 잠실동","27","0027","0000","주공아파트 5단지","82.5100","202506","19","436,500","504","13","개인","개인","1978","송파대로 567","-","중개거래","서울 송파구","25.10.20"
"63383","서울특별시 송파구 풍납동","508","0508","0000","한강극동","114.7600","202506","19","137,300","106","6","개인","개인","1995","토성로 38-6","-","중개거래","서울 송파구","25.09.02"
"63384","서울특별시 송파구 풍납동","509","0509","0000","씨티극동1","59.9500","202506","19","88,500","103","6","개인","개인","1998","한가람로 478","-","중개거래","서울 송파구","25.10.20"
"63385","서울특별시 송파구 가락동","196-3","0196","0003","프라임레지던스","183.0000","202506","19","122,000","-","4","개인","개인","1994","오금로44길 57","-","중개거래","서울 송파구","25.09.02"
"63386","서울특별시 강동구 고덕동","688","0688","0000","래미안힐스테이트고덕","59.9600","202506","19","163,000","115","9","개인","개인","2016","아리수로50길 50","-","중개거래","서울 강동구","25.10.02"
"63387","서울특별시 송파구 장지동","845","0845","0000","송파파인타운5단지","84.9800","202506","19","148,500","501","15","개인","개인","2008","충민로4길 5","-","중개거래","경기 하남시","25.09.15"
"63388","서울특별시 송파구 장지동","833","0833","0000","송파파인타운1단지","84.9400","202506","19","125,000","105","10","개인","개인","2010","충민로 188","-","중개거래","서울 송파구","25.09.04"
"63389","서울특별시 강동구 고덕동","486","0486","0000","아남1","78.3000","202506","19","90,000","3","18","개인","개인","1996","양재대로 1706","-","직거래","-","25.08.29"
"63390","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.7900","202506","19","252,000","229","1","개인","개인","2008","올림픽로 435","-","중개거래","서울 송파구","25.09.05"
"63391","서울특별시 송파구 거여동","696","0696","0000","e편한세상송파파크센트럴","59.9600","202506","19","135,000","205","5","개인","개인","2021","오금로 551","-","중개거래","서울 강남구, 서울 송파구","25.08.11"
"63392","서울특별시 송파구 거여동","697","0697","0000","송파시그니처롯데캐슬","84.9800","202506","19","172,000","107","9","개인","개인","2021","거마로 56","-","중개거래","서울 송파구","25.09.15"
"63393","서울특별시 송파구 거여동","44","0044","0000","현대2차","82.9600","202506","19","95,500","202","10","개인","개인","1992","오금로61길 20","-","중개거래","서울 송파구","25.09.08"
"63394","서울특별시 송파구 장지동","854","0854","0000","송파파인타운11단지","84.9400","202506","19","146,000","1101","17","개인","개인","2007","송파대로8길 58","-","중개거래","서울 송파구","25.09.30"
"63395","서울특별시 송파구 방이동","217","0217","0000","대림","84.9150","202506","19","146,500","5","12","개인","개인","1985","양재대로 1109","-","직거래","-","25.07.07"
"63396","서울특별시 송파구 문정동","150","0150","0000","올림픽훼밀리타운","84.7510","202506","19","230,000","102","5","개인","개인","1988","중대로 24","-","중개거래","서울 송파구","25.09.16"
"63397","서울특별시 송파구 신천동","11","0011","0000","장미2","82.4500","202506","19","304,000","28","12","개인","개인","1979","올림픽로35길 104","-","중개거래","서울 송파구","25.09.05"
"63398","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","119.8906","202506","19","417,000","407","9","개인","개인","2006","선릉로 221","-","중개거래","서울 강남구","25.11.28"
"63399","서울특별시 강남구 압구정동","484","0484","0000","한양6","106.7100","202506","19","618,000","-","9","개인","개인","1980","압구정로 313","20250703","중개거래","서울 강남구","-"
"63400","서울특별시 강남구 압구정동","484","0484","0000","한양6","106.7100","202506","19","618,000","-","9","개인","개인","1980","압구정로 313","20250708","중개거래","서울 강남구","-"
"63401","서울특별시 도봉구 도봉동","30-1","0030","0001","한신","84.9400","202506","19","57,000","102","12","개인","개인","1995","마들로 859-19","-","중개거래","서울 도봉구","25.07.25"
"63402","서울특별시 노원구 하계동","284","0284","0000","청구","84.9700","202506","19","83,000","8","6","개인","개인","1988","공릉로 351","-","중개거래","서울 노원구","25.08.25"
"63403","서울특별시 노원구 하계동","270","0270","0000","우성","127.2200","202506","19","122,000","108","3","개인","개인","1988","섬밭로 232","-","중개거래","서울 노원구","25.10.17"
"63404","서울특별시 노원구 하계동","271-3","0271","0003","벽산","84.8500","202506","19","77,000","9","2","개인","개인","1988","섬밭로 229","-","중개거래","서울 노원구","25.11.28"
"63405","서울특별시 도봉구 쌍문동","574-1","0574","0001","성원하이츠(B동)","64.1600","202506","19","31,000","-","4","개인","개인","2004","도봉로133길 8-5","-","중개거래","서울 도봉구","25.09.04"
"63406","서울특별시 도봉구 쌍문동","727","0727","0000","파라다이스빌","84.8400","202506","19","68,500","-","2","개인","개인","2004","시루봉로 57","-","중개거래","서울 도봉구","26.01.06"
"63407","서울특별시 도봉구 쌍문동","727","0727","0000","파라다이스빌","84.8400","202506","19","68,500","-","2","개인","개인","2004","시루봉로 57","20250702","중개거래","서울 도봉구","-"
"63408","서울특별시 도봉구 쌍문동","321","0321","0000","쌍문금용","59.9400","202506","19","34,500","-","6","개인","개인","1995","노해로 170","-","중개거래","서울 도봉구","25.07.11"
"63409","서울특별시 도봉구 쌍문동","53","0053","0000","성원","84.9800","202506","19","52,000","107","7","개인","개인","1989","해등로 242-11","-","중개거래","서울 도봉구","25.09.22"
"63410","서울특별시 도봉구 쌍문동","725","0725","0000","쌍문동삼성래미안","59.9899","202506","19","61,300","104","14","개인","개인","2002","우이천로 328","-","중개거래","서울 도봉구","25.08.06"
"63411","서울특별시 도봉구 쌍문동","199-1","0199","0001","금호1","36.3600","202506","19","26,500","6","13","개인","개인","1990","해등로26길 20","-","중개거래","서울 도봉구","25.07.22"
"63412","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","49.6000","202506","19","51,000","1004","12","개인","개인","1999","공릉로34길 62","-","중개거래","서울 노원구, 서울 중랑구","25.09.12"
"63413","서울특별시 노원구 공릉동","108","0108","0000","우방아파트","60.5020","202506","19","60,000","404","8","개인","개인","2000","노원로 58","-","중개거래","서울 노원구","25.10.30"
"63414","서울특별시 노원구 공릉동","758","0758","0000","태릉해링턴플레이스","74.9500","202506","19","100,000","111","12","개인","개인","2022","공릉로34길 86","-","중개거래","서울 노원구","25.09.17"
"63415","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","59.9800","202506","19","63,500","114","4","개인","개인","2004","솔샘로 174","-","중개거래","서울 강북구","25.09.30"
"63416","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","59.9800","202506","19","65,000","143","11","개인","개인","2004","솔샘로 174","-","중개거래","서울 강북구, 서울 성북구","25.09.05"
"63417","서울특별시 강북구 미아동","474","0474","0000","미아동부센트레빌","84.9300","202506","19","93,000","-","10","개인","개인","2006","숭인로7가길 37","20250627","중개거래","서울 성북구","-"
"63418","서울특별시 강북구 미아동","474","0474","0000","미아동부센트레빌","84.9300","202506","19","93,000","104","10","개인","개인","2006","숭인로7가길 37","-","중개거래","서울 성북구","25.09.10"
"63419","서울특별시 노원구 월계동","18","0018","0000","한진한화그랑빌","59.9400","202506","19","79,000","111","13","개인","개인","2002","마들로 31","-","중개거래","서울 노원구","25.07.31"
"63420","서울특별시 노원구 월계동","18","0018","0000","한진한화그랑빌","84.9700","202506","19","87,400","122","3","개인","개인","2002","마들로 31","-","중개거래","서울 노원구","25.09.19"
"63421","서울특별시 노원구 월계동","18","0018","0000","한진한화그랑빌","84.9700","202506","19","87,400","-","3","개인","개인","2002","마들로 31","20250619","중개거래","서울 노원구","-"
"63422","서울특별시 도봉구 창동","27","0027","0000","주공19단지(창동리버타운)","68.8600","202506","19","80,000","1902","3","개인","개인","1988","노해로70길 19","-","중개거래","서울 도봉구","25.09.16"
"63423","서울특별시 강북구 번동","234","0234","0000","주공4단지","41.3000","202506","19","35,900","408","1","개인","개인","1991","오현로 207","-","중개거래","서울 강북구","25.09.15"
"63424","서울특별시 성북구 석관동","10","0010","0000","두산","59.9700","202506","19","73,000","118","5","개인","개인","1998","화랑로48길 16","-","중개거래","서울 성북구","25.09.02"
"63425","서울특별시 도봉구 방학동","275","0275","0000","벽산아파트1","63.3800","202506","19","35,500","3","15","개인","개인","1991","방학로11길 36","-","중개거래","서울 도봉구","25.09.29"
"63426","서울특별시 도봉구 방학동","508","0508","0000","우성아파트2","84.9800","202506","19","54,700","103","7","개인","개인","1993","해등로 307","-","중개거래","서울 도봉구","25.09.04"
"63427","서울특별시 도봉구 방학동","734","0734","0000","청구아파트","84.9700","202506","19","55,700","107","5","개인","개인","1995","시루봉로 71","-","중개거래","서울 강북구, 서울 도봉구","25.08.29"
"63428","서울특별시 도봉구 창동","38","0038","0000","주공17단지","36.3400","202506","19","29,500","1707","1","법인","개인","1989","덕릉로66길 17","-","중개거래","서울 도봉구","25.07.03"
"63429","서울특별시 도봉구 창동","347","0347","0000","창동주공3단지(해등마을)","49.9400","202506","19","55,000","303동","12","개인","개인","1990","해등로 50","-","중개거래","서울 도봉구","25.08.12"
"63430","서울특별시 도봉구 창동","26","0026","0000","동아","89.4500","202506","19","84,750","7","12","개인","개인","1988","노해로70길 12","-","중개거래","서울 도봉구","25.09.25"
"63431","서울특별시 도봉구 창동","26","0026","0000","동아","89.4500","202506","19","82,500","5","12","개인","개인","1988","노해로70길 12","-","중개거래","서울 도봉구","25.08.22"
"63432","서울특별시 도봉구 창동","825","0825","0000","북한산아이파크5차","134.9091","202506","19","123,500","516","13","개인","개인","2004","도봉로136길 28","-","중개거래","서울 도봉구","25.10.20"
"63433","서울특별시 노원구 상계동","757","0757","0000","한양","86.6200","202506","19","72,000","5","1","개인","개인","1988","동일로216길 92","-","중개거래","서울 노원구","25.09.30"
"63434","서울특별시 노원구 상계동","1276","1276","0000","청암2단지","59.4000","202506","19","46,000","206","15","개인","개인","2001","덕릉로94가길 20","-","중개거래","서울 노원구","25.08.20"
"63435","서울특별시 노원구 상계동","639","0639","0000","보람아파트","54.5900","202506","19","50,000","110","6","개인","개인","1988","한글비석로 479","-","중개거래","서울 노원구","25.08.29"
"63436","서울특별시 노원구 상계동","639","0639","0000","보람아파트","68.9900","202506","19","58,000","-","8","개인","개인","1988","한글비석로 480","20250725","중개거래","서울 노원구","-"
"63437","서울특별시 노원구 상계동","639","0639","0000","보람아파트","68.9900","202506","19","58,000","202","8","개인","개인","1988","한글비석로 480","-","중개거래","서울 노원구","25.09.15"
"63438","서울특별시 노원구 상계동","639","0639","0000","보람아파트","68.9900","202506","19","57,500","203","7","개인","개인","1988","한글비석로 480","-","중개거래","서울 노원구","25.09.15"
"63439","서울특별시 노원구 상계동","639","0639","0000","보람아파트","68.9900","202506","19","57,500","-","7","개인","개인","1988","한글비석로 480","20250709","중개거래","서울 노원구","-"
"63440","서울특별시 노원구 상계동","1313","1313","0000","수락리버시티4단지","84.6900","202506","19","67,000","402","7","개인","개인","2009","누원로 18","-","중개거래","서울 노원구","25.11.19"
"63441","서울특별시 노원구 상계동","680","0680","0000","포레나노원","59.9866","202506","19","61,390","204","9","개인","개인","2020","노원로38길 10","-","직거래","-","25.09.03"
"63442","서울특별시 노원구 상계동","680","0680","0000","포레나노원","84.9014","202506","19","113,000","103","29","개인","개인","2020","노원로38길 76","-","중개거래","경기 이천시, 서울 노원구","25.09.15"
"63443","서울특별시 노원구 상계동","680","0680","0000","포레나노원","84.9014","202506","19","113,000","-","29","개인","개인","2020","노원로38길 76","20250707","중개거래","경기 이천시, 서울 노원구","-"
"63444","서울특별시 노원구 상계동","1410","1410","0000","노원롯데캐슬시그니처","59.9960","202506","19","83,800","106","8","개인","개인","2023","덕릉로 753","-","중개거래","서울 노원구","25.09.29"
"63445","서울특별시 노원구 상계동","1410","1410","0000","노원롯데캐슬시그니처","59.9960","202506","19","83,800","-","8","개인","개인","2023","덕릉로 753","20250630","중개거래","서울 노원구","-"
"63446","서울특별시 노원구 상계동","359","0359","0000","노원현대","84.7800","202506","19","69,000","103","3","개인","개인","1997","상계로3길 50","-","중개거래","서울 노원구","25.08.18"
"63447","서울특별시 노원구 상계동","647","0647","0000","상계주공12(고층)","41.3000","202506","19","42,300","1206","6","개인","개인","1988","한글비석로 530","-","중개거래","서울 노원구","25.08.14"
"63448","서울특별시 노원구 상계동","626","0626","0000","상계주공14(고층)","45.9000","202506","19","34,500","1426","12","개인","개인","1989","수락산로 174","-","중개거래","서울 노원구","25.07.01"
"63449","서울특별시 노원구 상계동","740","0740","0000","상계주공2(고층)","32.3900","202506","19","36,000","204","13","개인","개인","1987","동일로215길 23","-","중개거래","서울 노원구","25.07.25"
"63450","서울특별시 노원구 상계동","740","0740","0000","상계주공2(고층)","32.3900","202506","19","35,500","207","9","개인","개인","1987","동일로215길 23","-","중개거래","서울 노원구","25.09.19"
"63451","서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","59.2800","202506","19","69,000","325","8","개인","개인","1987","동일로215길 48","-","중개거래","서울 노원구","25.07.17"
"63452","서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","59.2000","202506","19","67,700","324","7","개인","개인","1987","동일로215길 48","-","중개거래","서울 노원구","25.09.15"
"63453","서울특별시 노원구 상계동","720","0720","0000","상계주공6(고층)","59.3900","202506","19","61,800","627","10","개인","개인","1988","노해로 508","-","중개거래","서울 노원구","25.08.11"
"63454","서울특별시 노원구 상계동","720","0720","0000","상계주공6(고층)","58.0100","202506","19","65,000","626","10","개인","개인","1988","노해로 508","-","중개거래","서울 노원구","25.09.30"
"63455","서울특별시 노원구 상계동","691","0691","0000","상계주공7(고층)","59.3900","202506","19","46,500","720","3","개인","개인","1988","상계로1길 92","-","직거래","-","25.06.19"
"63456","서울특별시 노원구 하계동","270","0270","0000","현대","84.9500","202506","19","103,000","101","3","개인","개인","1988","섬밭로 232","-","중개거래","서울 노원구","25.08.19"
"63457","서울특별시 노원구 하계동","256-5","0256","0005","한신동성","138.2900","202506","19","109,000","4","8","개인","개인","1993","한글비석로 151","-","중개거래","서울 강남구, 서울 노원구","25.08.29"
"63458","서울특별시 노원구 하계동","284","0284","0000","한신1","35.2800","202506","19","41,000","2","4","개인","개인","1988","공릉로 351","-","중개거래","서울 노원구","25.07.01"
"63459","서울특별시 관악구 봉천동","1712","1712","0000","관악드림(동아)","114.7500","202506","19","101,500","128","2","개인","개인","2003","성현로 80","-","중개거래","서울 관악구","25.09.19"
"63460","서울특별시 동작구 흑석동","28","0028","0000","한강현대","66.2250","202506","19","215,000","-","9","개인","개인","1988","현충로 151","20250714","중개거래","서울 서초구","-"
"63461","서울특별시 동작구 노량진동","324","0324","0000","건영(103동-106동)","114.9600","202506","19","115,000","104","3","개인","개인","1997","만양로 26","-","중개거래","서울 동작구","25.09.12"
"63462","서울특별시 동작구 상도동","521","0521","0000","포스코더샵","59.9900","202506","19","136,500","117","12","개인","개인","2007","장승배기로4길 9","-","중개거래","서울 동작구","25.09.30"
"63463","서울특별시 서초구 서초동","1332-13","1332","0013","래미안서초에스티지","125.7900","202506","19","370,000","101동","24","개인","개인","2016","서운로 107","-","중개거래","서울 서초구","25.07.21"
"63464","서울특별시 동작구 상도동","531","0531","0000","힐스테이트 상도 센트럴파크","84.6099","202506","19","158,000","107","18","개인","개인","2012","상도로 346-1","-","중개거래","서울 동작구","25.08.25"
"63465","서울특별시 동작구 흑석동","332","0332","0000","해가든","107.4500","202506","19","158,000","-","15","개인","개인","2010","서달로 150","-","중개거래","서울 동작구","25.10.31"
"63466","서울특별시 동작구 상도동","531","0531","0000","힐스테이트 상도 센트럴파크","118.2086","202506","19","175,000","104","14","개인","개인","2012","상도로 346-1","-","중개거래","서울 동작구","25.08.28"
"63467","서울특별시 동작구 상도동","256-28","0256","0028","다온아파트","48.8800","202506","19","54,300","1","6","개인","개인","2017","성대로 52","-","중개거래","서울 동작구","25.09.11"
"63468","서울특별시 서초구 서초동","1446-11","1446","0011","현대슈퍼빌","164.8700","202506","19","289,000","B","27","개인","개인","2003","서초중앙로 15","-","중개거래","서울 강남구, 서울 서초구","25.08.28"
"63469","서울특별시 동작구 흑석동","28","0028","0000","한강현대","66.2250","202506","19","215,000","112","9","개인","개인","1988","현충로 151","-","중개거래","서울 서초구","25.10.24"
"63470","서울특별시 동작구 상도동","380-1","0380","0001","성우아파트","68.7200","202506","19","56,000","-","3","개인","개인","1993","국사봉1길 214","-","중개거래","서울 동작구","25.09.30"
"63471","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","114.9700","202506","19","155,000","303","6","개인","개인","2004","상도로53길 8","-","중개거래","서울 관악구, 서울 동작구","25.10.20"
"63472","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","59.9700","202506","19","119,000","310","4","개인","개인","2004","상도로53길 8","-","중개거래","서울 동작구","25.09.24"
"63473","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","84.9600","202506","19","136,500","328","3","개인","개인","2004","상도로53길 8","-","중개거래","서울 강동구, 서울 동작구","25.08.14"
"63474","서울특별시 서초구 서초동","1542-6","1542","0006","현대ESA2","136.2500","202506","19","189,000","B","18","개인","개인","2003","반포대로 122","-","중개거래","서울 서초구","25.07.25"
"63475","서울특별시 동작구 동작동","329","0329","0000","이수교신동아아파트","56.4800","202506","19","71,000","-","4","개인","개인","2001","동작대로43길 36","-","중개거래","서울 동작구","25.09.01"
"63476","서울특별시 관악구 봉천동","1000","1000","0000","현대(관악)","68.8000","202506","19","52,500","121","12","개인","개인","1992","관악로40길 60","-","직거래","-","25.06.24"
"63477","서울특별시 동작구 신대방동","724","0724","0000","보라매자이더포레스트","84.7500","202506","19","159,000","-","18","개인","개인","2021","여의대방로22길 121","20250623","중개거래","서울 동작구","-"
"63478","서울특별시 영등포구 신길동","4967","4967","0000","신길파크자이","59.9700","202506","19","137,000","105","3","개인","개인","2022","신길로28길 25","-","중개거래","서울 영등포구","25.10.17"
"63479","서울특별시 관악구 남현동","602-28","0602","0028","네스코수피아아파트","46.9300","202506","19","64,500","A동","12","개인","개인","2021","승방4길 2","-","중개거래","서울 관악구, 서울 동작구","25.10.17"
"63480","서울특별시 영등포구 신길동","4950","4950","0000","래미안에스티움","84.9300","202506","19","171,700","108동","27","개인","개인","2017","신풍로 77","-","중개거래","서울 영등포구","26.02.03"
"63481","서울특별시 동작구 사당동","1139","1139","0000","사당자이","59.8900","202506","19","85,500","109","15","개인","개인","1999","사당로2가길 102","-","중개거래","서울 동작구","25.08.28"
"63482","서울특별시 관악구 봉천동","1500","1500","0000","해바라기","49.0200","202506","19","65,000","제3동","4","개인","개인","1978","보라매로6길 33","-","중개거래","서울 관악구, 서울 동작구","25.10.15"
"63483","서울특별시 관악구 봉천동","1500","1500","0000","해바라기","49.0200","202506","19","65,000","제3동","2","개인","개인","1978","보라매로6길 33","-","중개거래","서울 관악구","25.08.18"
"63484","서울특별시 관악구 봉천동","1712","1712","0000","관악드림(동아)","59.8500","202506","19","80,000","118","3","개인","개인","2003","성현로 80","-","중개거래","서울 관악구","25.08.21"
"63485","서울특별시 동작구 사당동","1160","1160","0000","사당롯데캐슬골든포레","84.9857","202506","19","137,000","110","8","개인","개인","2021","사당로 90","-","중개거래","서울 동작구","25.10.24"
"63486","서울특별시 관악구 봉천동","1568-1","1568","0001","서울대입구한양아이클래스","16.5800","202506","19","17,500","1","14","개인","개인","2018","쑥고개로 123","-","중개거래","서울 관악구","25.07.15"
"63487","서울특별시 관악구 봉천동","1730-1","1730","0001","e편한세상서울대입구2단지","84.9800","202506","19","126,000","203","15","개인","개인","2019","청룡16길 43","-","중개거래","서울 관악구","25.09.26"
"63488","서울특별시 관악구 신림동","10-10","0010","0010","신안","55.2100","202506","19","43,000","2","4","개인","개인","1978","신림로58길 62-5","-","중개거래","서울 관악구","25.08.07"
"63489","서울특별시 관악구 신림동","1706","1706","0000","금호2","84.8700","202506","19","72,000","201","13","개인","개인","1998","신림로3가길 7","-","중개거래","서울 관악구","25.08.08"
